OBJECTID,NAME,TERM_ID,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,PIPE_IN,PIPE_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS,RENEWABLE_DIESEL
46,DIXIE PIPELINE OPELIKA TERMINAL,ANLTK01048,5565 ALABAMA HIGHWAY 51,OPELIKA,AL,36804,NOT AVAILABLE,(334) 745-0331,LPG TERMINAL,IN SERVICE,LEE,1081,32.5766,-85.3704,221210,NATURAL GAS DISTRIBUTION,EIA,www.enterpriseproducts.com,NONE,ENTERPRISE PROPANE AND STORAGE LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,7545,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
47,"MARTIN OPERATING PARTNERSHIP, L.P. - THEODORE",ANLTK01049,7778 DAUPHIN ISLAND PKWY,THEODORE,AL,36582,NOT AVAILABLE,(251) 439-7244,MARINE TERMINAL,IN SERVICE,MOBILE,1097,30.52786512,-88.10926085,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.themartincompanies.com/,T-72-AL-2345,MARTIN ENERGY SERVICES LLC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",-999,NOT AVAILABLE,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
48,ZENITH ENERGY US - CHICKASAW TERMINAL,ANLTK01050,500 VIADUCT RD.,CHICKASAW,AL,36611,2500,(251) 509-0711,MARINE TERMINAL,IN SERVICE,MOBILE,1097,30.76447894,-88.05933211,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.zenithem.com,NONE,NOT AVAILABLE,ZENITH ENERGY US LP,WITHIN 40 FEET,"CRUDE, REFINED",609000,YES,NOT AVAILABLE,YES,NOT AVAILABLE,YES,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO
49,HUNT CRUDE OIL SUPPLY COMPANY MELVIN STATION,ANLTK01051,10015 MELVIN ROAD,MELVIN,AL,36913,NOT AVAILABLE,(251) 771-6953,BREAKOUT TANKS - CRUDE,IN SERVICE,CHOCTAW,1023,31.929034,-88.468221,424710,PETROLEUM BULK STATIONS AND TERMINALS,EPA,http://www.huntrefining.com/,NONE,HUNT REFINING COMPANY,HUNT CRUDE OIL SUPPLY COMPANY,WITHIN 40 FEET,CRUDE,335000,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
50,ALEUT ENTERPRISE CORPORATION (ADAK ISLAND),ANLTK02001,840 K STREET,ADAK,AK,99546,NOT AVAILABLE,(907) 592-8330,MARINE TERMINAL,IN SERVICE,ALEUTIANS WEST,2016,51.87078853,-176.6422349,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.portofadak.com/,NONE,ADAK PETROLEUM LLC,NOT AVAILABLE,WITHIN 1 MILE,REFINED,100000,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
51,ANCHORAGE FUELING AND SERVICE COMPANY OFF-AIRPORT FUEL FACILITY,ANLTK02002,1331 TIDEWATER ROAD,ANCHORAGE,AK,99501,NOT AVAILABLE,(907) 277-4024,AIRPORT TERMINAL,IN SERVICE,ANCHORAGE,2020,61.234294,-149.885016,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://aws.state.ak.us/,NONE,ANCHORAGE FUELING AND SERVICES CO.,AIRCRAFT SERVICE INTERNATIONAL GROUP (ASIG),WITHIN 40 FEET,REFINED,554400,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
52,ANCHORAGE FUELING AND SERVICE COMPANY AIRPORT FUEL FACILITY,ANLTK02003,6900 WEST END ROAD,ANCHORAGE,AK,99502,NOT AVAILABLE,(907) 249-4200,AIRPORT TERMINAL,IN SERVICE,ANCHORAGE,2020,61.174949,-150.01127,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://menziesaviation.com/,NONE,ANCHORAGE FUELING AND SERVICES CO.,AIRCRAFT SERVICE INTERNATIONAL GROUP (ASIG),WITHIN 40 FEET,REFINED,905625,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
53,CROWLEY FUELS LLC - ANCHORAGE BULK FUEL FACILITY,ANLTK02004,459 WEST BLUFF DRIVE,ANCHORAGE,AK,99501,NOT AVAILABLE,(907) 258-2301,BULK TERMINAL,IN SERVICE,ANCHORAGE,2020,61.231168,-149.888211,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-92-AK-4500,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1112164,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
54,TESORO LOGISTICS OPERATIONS LLC OCEAN DOCK PETROLEUM TERMINAL,ANLTK02005,1076 OCEAN DOCK ROAD,ANCHORAGE,AK,99501,NOT AVAILABLE,(907) 257-3100,MARINE TERMINAL,IN SERVICE,ANCHORAGE,2020,61.230244,-149.893653,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-92-AK-4501,TESORO LOGISTICS LP,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",704770,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO
55,PETRO STAR INCORPORATED,ANLTK02006,1522 ANCHORAGE PORT ROAD,ANCHORAGE,AK,99501,NOT AVAILABLE,(907) 279-1526,MARINE TERMINAL,IN SERVICE,ANCHORAGE,2020,61.233886,-149.889812,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petrostar.com/,T-92-AK-4504,PETRO STAR INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",220000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
56,TESORO LOGISTICS OPERATIONS LP,ANLTK02007,1601 TIDEWATER ROAD,ANCHORAGE,AK,99501,NOT AVAILABLE,(907) 279-1526,BULK TERMINAL,IN SERVICE,ANCHORAGE,2020,61.235505,-149.883706,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://assetmap.tesoropetroleum.com/,T-92-AK-4502,ANDEAVOR LOGISTICS LP,ANDEAVOR LOGISTICS LP,WITHIN 40 FEET,"REFINED, CHEMICALS",634294,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO
57,CROWLEY PETROLEUM DISTRIBUTION,ANLTK02008,249 RIVER AVE,ANIAK,AK,99557,NOT AVAILABLE,(907) 675-4525,MARINE TERMINAL,IN SERVICE,BETHEL,2050,61.582143,-159.536382,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4544,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 1 MILE,REFINED,9956,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
58,CROWLEY FUELS LLC BETHEL TANK FARM,ANLTK02009,1120 STANDARD OIL ROAD,BETHEL,AK,99559,NOT AVAILABLE,(907) 543-2214,MARINE TERMINAL,IN SERVICE,BETHEL,2050,60.784329,-161.781779,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4579,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 1 MILE,REFINED,341857,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
59,ALYESKA PIPELINE SERVICE COMPANY - STATION NO. 5,ANLTK02010,N SLOPE HAUL RD,COLDFOOT,AK,99701,NOT AVAILABLE,(907) 787-8946,BREAKOUT TANKS - CRUDE,IN SERVICE,YUKON-KOYUKUK,2290,66.812477,-150.662473,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.alyeska-pipe.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,NOTIONAL,"CRUDE, REFINED",182262,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
60,SHORESIDE PETROLEUM INCORPORATED - CORDOVA TERMINAL,ANLTK02011,100 OCEAN DOCK ROAD,CORDOVA,AK,99574,NOT AVAILABLE,(907) 424-3263,MARINE TERMINAL,IN SERVICE,VALDEZ-CORDOVA,2261,60.554789,-145.755336,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.shoresidepetroleum.com/,T-91-AK-4523,SHORESIDE PETROLEUM INC,NOT AVAILABLE,WITHIN 1 MILE,"REFINED, CHEMICALS",50000,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
61,PETRO MARINE SERVICES,ANLTK02012,110 J T BROWN STREET,CRAIG,AK,99921,NOT AVAILABLE,(907) 826-3296,MARINE TERMINAL,IN SERVICE,PRINCE OF WALES-HYDER,2198,55.488663,-133.141362,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petromarineservices.com/,T-91-AK-4512,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",50000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO
62,ALYESKA PIPELINE SERVICE COMPANY - STATION NO. 9,ANLTK02013,RICHARDSON HWY MP 258,DELTA JUNCTION,AK,99737,NOT AVAILABLE,(907) 869-3270,BREAKOUT TANKS - CRUDE,IN SERVICE,SOUTHEAST FAIRBANKS,2240,63.931082,-145.768137,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,NOTIONAL,"CRUDE, REFINED",103623,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO
63,BRISTOL ALLIANCE FUELS LLC,ANLTK02014,106 N. PACIFIC CT.,DILLINGHAM,AK,99576,NOT AVAILABLE,(907) 842-1234,MARINE TERMINAL,IN SERVICE,DILLINGHAM,2070,59.04215051,-158.4826303,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-92-AK-4577,BRISTOL ALLIANCE FUELS,NOT AVAILABLE,WITHIN 40 FEET,REFINED,70000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
64,BRISTOL ALLIANCE FUELS LLC DOWNTOWN DILLINGHAM TERMINAL,ANLTK02015,309 MAIN STREET,DILLINGHAM,AK,99576,NOT AVAILABLE,(907) 842-5441,MARINE TERMINAL,IN SERVICE,DILLINGHAM,2070,59.039035,-158.4661408,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.deltawestern.com/,T-91-AK-4526,DELTA WESTERN INC,BRISTOL ALLIANCE FUELS LLC,WITHIN 1 MILE,REFINED,75000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
65,"DELTA WESTERN, INCORPORATED -DUTCH HARBOR",ANLTK02017,1577 EAST POINT LOOP ROAD,DUTCH HARBOR,AK,99692,NOT AVAILABLE,(907) 581-1295,MARINE TERMINAL,IN SERVICE,ALEUTIANS WEST,2016,53.891049,-166.536304,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.deltawestern.com/,T-91-AK-4528,DELTA WESTERN INC,NOT AVAILABLE,NOTIONAL,"REFINED, CHEMICALS",193127,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
66,PETRO STAR INCORPORATED - NORTH PACIFIC FUEL BALLYHOO TANK FARM,ANLTK02018,748 BALLYHOO ROAD,DUTCH HARBOR,AK,99685,NOT AVAILABLE,(907) 581-1350,MARINE TERMINAL,IN SERVICE,ALEUTIANS WEST,2016,53.902473,-166.529907,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petrostar.com,T-91-AK-4510,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,58224,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO
67,US DEPARTMENT OF THE AIR FORCE - EIELSON AIR FORCE BASE,ANLTK02019,"2258 CENTRAL AVE., SUITE 100",EIELSON AFB,AK,99702,NOT AVAILABLE,(907) 377-2244,AIRPORT TERMINAL,IN SERVICE,FAIRBANKS NORTH STAR,2090,64.658431,-147.05077,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.eielson.af.mil,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,198378,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
68,ANDEAVOR LOGISTICS LP,ANLTK02020,5500 AIRPORT WAY,FAIRBANKS,AK,99709,NOT AVAILABLE,(907) 257-3108,AIRPORT TERMINAL,IN SERVICE,FAIRBANKS NORTH STAR,2090,64.808369,-147.890657,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.fhr.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",60000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
69,CROWLEY FUELS LLC FORT YUKON FACILITY,ANLTK02021,FAA VORTAC ROAD,FT. YUKON,AK,99740,NOT AVAILABLE,(907) 662-2408,MARINE TERMINAL,IN SERVICE,YUKON-KOYUKUK,2290,66.570617,-145.276227,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4540,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",16978,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO
70,"CROWLEY MARINE SERVICES, INCORPORATED",ANLTK02022,7TH AVENUE & H STREET,GALENA,AK,99741,NOT AVAILABLE,(907) 656-1852,MARINE TERMINAL,IN SERVICE,YUKON-KOYUKUK,2290,64.733677,-156.938064,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4538,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,58571,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
71,ALYESKA PIPELINE SERVICE COMPANY - STATION NO. 7,ANLTK02023,STATE HWY 2,GLEN ALLEN,AK,99790,NOT AVAILABLE,(907) 787-8946,BREAKOUT TANKS - CRUDE,IN SERVICE,YUKON-KOYUKUK,2290,65.311309,-148.278903,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,NOTIONAL,REFINED,106341,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
72,DELTA WESTERN - LUTAK,ANLTK02024,1180 LUTAK RD.,HAINES,AK,99827,NOT AVAILABLE,(907) 766-3190,MARINE TERMINAL,IN SERVICE,HAINES,2100,59.280583,-135.468656,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,DELTA WESTERN INC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,65000,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
73,PETRO MARINE SERVICES,ANLTK02025,4755 HOMER SPIT ROAD,HOMER,AK,99603,NOT AVAILABLE,(907) 235-8818,MARINE TERMINAL,IN SERVICE,KENAI PENINSULA,2122,59.601831,-151.411369,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petromarineservices.com/,T-91-AK-4514,PETRO 49 INC,NOT AVAILABLE,WITHIN 1 MILE,"REFINED, CHEMICALS",38290,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO
74,CROWLEY PETROLEUM DISTRIBUTION,ANLTK02026,LAGOON RD.,HOOPER BAY,AK,99604,NOT AVAILABLE,(907) 758-4007,BULK TERMINAL,IN SERVICE,KUSILVAK,2158,61.533954,-166.100955,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4535,NOT AVAILABLE,CROWLEY FUEL SERVICES,WITHIN 40 FEET,REFINED,9666,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO
75,"DELTA WESTERN, INCORPORATED - SITE 2 6092",ANLTK02027,120 MT. ROBERTS STREET,JUNEAU,AK,99801,NOT AVAILABLE,(907) 586-2800,MARINE TERMINAL,IN SERVICE,JUNEAU,2110,58.288861,-134.391304,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.deltawestern.com/,T-91-AK-4524,DELTA WESTERN INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",100000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
76,PETRO MARINE SERVICES,ANLTK02028,3560 NORTH DOUGLAS HIGHWAY,JUNEAU,AK,99801,NOT AVAILABLE,(907) 586-4400,MARINE TERMINAL,IN SERVICE,JUNEAU,2110,58.299111,-134.436139,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petromarineservices.com/,T-91-AK-4515,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",47451,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO
77,CROWLEY FUELS LLC,ANLTK02029,1076 JACOBSON DRIVE,JUNEAU,AK,99801,NOT AVAILABLE,(907) 586-1276,MARINE TERMINAL,IN SERVICE,JUNEAU,2110,58.289737,-134.393403,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4575,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",59162,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
78,CROWLEY FUELS LLC KETCHIKAN FACILITY,ANLTK02030,900 STEDMAN STREET,KETCHIKAN,AK,99901,NOT AVAILABLE,(907) 225-2163,MARINE TERMINAL,IN SERVICE,KETCHIKAN GATEWAY,2130,55.337129,-131.63333,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4542,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,23553,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
79,CROWLEY FUELS LLC - TONGASS AVENUE MARINA,ANLTK02031,4161 TONGASS AVE.,KETCHIKAN,AK,99901,NOT AVAILABLE,(907) 225-1985,MARINE TERMINAL,IN SERVICE,KETCHIKAN,2130,55.358328,-131.699551,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,NONE,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 1 MILE,NOT AVAILABLE,47500,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
80,PETRO MARINE SERVICES - KETCHIKAN TERMINAL NO. 1,ANLTK02032,1100 STEDMAN STREET,KETCHIKAN,AK,99901,NOT AVAILABLE,(907) 225-2106,MARINE TERMINAL,IN SERVICE,KETCHIKAN GATEWAY,2130,55.333956,-131.627709,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petromarineservices.com/,T-91-AK-4516,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",275343,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO
81,PETRO STAR INC (DBA NORTH PACIFIC FUEL) - KODIAK,ANLTK02033,715 SHELIKOF ST.,KODIAK,AK,99615,NOT AVAILABLE,(907) 486-3245,MARINE TERMINAL,IN SERVICE,KODIAK ISLAND,2150,57.78503134,-152.4241728,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petrostar.com,T-91-AK-4506,PETRO STAR INCORPORATED,PETRO STAR INCORPORATED,WITHIN 40 FEET,"REFINED, CHEMICALS",53313,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
82,PETRO MARINE SERVICES,ANLTK02034,104 E. MARINE WAY,KODIAK,AK,99615,NOT AVAILABLE,(907) 486-3421,MARINE TERMINAL,IN SERVICE,KODIAK ISLAND,2150,57.788392,-152.401894,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.petromarineservices.com/,T-91-AK-4517,PETRO 49 INC,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",46692,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO
83,CROWLEY MARINE SERVICES INCORPORATED,ANLTK02035,940 3RD STREET,KOTZEBUE,AK,99752,NOT AVAILABLE,(907) 442-3211,MARINE TERMINAL,IN SERVICE,NORTHWEST ARCTIC,2188,66.903476,-162.581425,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4546,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 1 MILE,"REFINED, CHEMICALS",146000,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
84,RED DOG OPERATIONS,ANLTK02036,RED DOG MINE RD. NEAR THE CHUKCHI SEA,KOTZEBUE,AK,99752,NOT AVAILABLE,(907) 426-2170,MARINE TERMINAL,IN SERVICE,NORTHWEST ARCTIC,2188,67.576969,-164.050232,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-91-AK-4576,NOT AVAILABLE,TECK RED DOG OPERATIONS,WITHIN 40 FEET,REFINED,348800,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
85,CONOCOPHILLIPS KUPARUK CENTRAL PROCESSING FACILITY (CPF) 2,ANLTK02037,NORTHERN SLOPE WEST OF PRUDHOE BAY,KUPARUK,AK,99510,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - CRUDE,IN SERVICE,NORTH SLOPE,2185,70.289327,-149.884698,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,110000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
86,CONOCOPHILLIPS KUPARUK CENTRAL PROCESSING FACILITY (CPF) 1,ANLTK02038,NORTHERN SLOPE WEST OF PRUDHOE BAY,KUPARUK,AK,99510,NOT AVAILABLE,NOT AVAILABLE,REFINERY TERMINAL,IN SERVICE,NORTH SLOPE,2185,70.325136,-149.603226,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://alaska.conocophillips.com/,T-92-AK-4578,CONOCOPHILLIPS ALASKA,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,110000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
87,"CROWLEY MARINE SERVICES, INCORPORATED",ANLTK02039,MELSPELT AVENUE & APPLE STREET,MCGRATH,AK,99627,NOT AVAILABLE,(907) 524-3019,AIRPORT TERMINAL,IN SERVICE,YUKON-KOYUKUK,2290,62.95991715,-155.5884091,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,T-91-AK-4543,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 166 FEET,CHEMICALS,38024,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
88,BRISTOL ALLIANCE FUELS LLC NAKNEK TERMINAL,ANLTK02040,MILE 0 PENINSULA HIGHWAY,NAKNEK,AK,99633,NOT AVAILABLE,(907) 246-6174,MARINE TERMINAL,IN SERVICE,BRISTOL BAY,2060,58.727466,-157.011642,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-91-AK-4527,NOT AVAILABLE,BRISTOL ALLIANCE FUELS LLC,WITHIN 40 FEET,"REFINED, CHEMICALS",37065,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO
89,"CROWLEY MARINE SERVICES, INCORPORATED",ANLTK02041,410 RIVERFRONT,NENANA,AK,99760,NOT AVAILABLE,(907) 832-5505,MARINE TERMINAL,DISMANTLED,YUKON-KOYUKUK,2290,64.564862,-149.091295,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.crowley.com/,NONE,CPD ALASKA LLC,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,43809,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
90,ANDEAVOR LOGISTICS LP - KENAI REFINERY STORAGE FACILITY AND TRUCK TERMINAL,ANLTK02042,54741 TESORO ROAD (MILES 21.5 & 22.5 KENAI SPUR HIGHWAY),NIKISKI,AK,99611,NOT AVAILABLE,(907) 776-8191,REFINERY TERMINAL,IN SERVICE,KENAI PENINSULA,2122,60.68343,-151.365406,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,ANDEAVOR LOGISTICS LP,ANDEAVOR LOGISTICS LP,WITHIN 40 FEET,"CRUDE, REFINED, CHEMICALS",3748962,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO
